B12	-0.021935	3.544633	0.291965	29618686
B1201v21v89jbl1a698	-0.002064	0.404046	0.026244	29492223
B120PAJ5	-0.001632	0.392090	0.028004	29618686
B120PCV1	-0.000237	0.222790	2.290305	29579198
B120PJA10	-0.043175	13.733719	4.545551	29618686
B120PJA2	0.033460	20.363873	25.631713	29618686
B120PM92	0.015366	8.004182	17.410406	29618686
B1210	-0.028700	9.754431	5.355212	29618686
B121080PN003	0.007500	-2.012791	2.042339	29618686
B121201	-0.001075	1.715236	197.300552	29618686
B122013023	-0.019486	10.322530	17.636257	29618686
B122014811	-0.015951	6.009754	6.924198	29618686
B122014812	-0.000536	0.225559	0.016821	29618686
B122014813	-0.024753	6.929080	2.903279	29618686
B122014817	-0.044531	8.605878	0.768269	29618686
B122014818	-0.044324	49.134818	100.793432	29618686
B122014819	0.004650	-1.386955	4.066520	29618686
B122206jbla768f	-0.004847	0.755850	0.051629	29618686
B122706v92gq3009fw	-0.010901	1.595827	0.100392	29618686
B122PQ93	0.037393	-18.011778	14.402355	29618686
B122PS64	-0.014076	5.024852	6.009243	29618686
B122PYB2	0.009481	2.856855	3.804541	29618686
B12302KC	-0.003154	0.575021	0.052129	29579198
B12303EliteII	-0.003517	0.636275	0.063821	29492223
B12304SH	0.000000	0.061478	0.001497	29492223
B123G6	-0.016314	11.522747	34.547609	29618686
B123G7271HD70	-0.049397	9.182456	0.664830	29618686
B123G7803Q900	-0.005177	0.811988	0.054200	29618686
B123G7x	-0.007498	1.190286	0.112760	29618686
B123G9017D50	-0.007643	1.336844	0.170764	29492223
B123GD52I	-0.008531	1.251505	0.080552	29579198
B123GQ45(2+16GB)	-0.002792	0.539524	0.050285	29492223
B123GQ7218	-0.008741	1.447160	0.162537	29579198
B124003A	-0.051514	15.451384	3.785904	29618686
B124009A	-0.002454	0.773998	2.399230	29579198
B124009D	-0.027358	11.362603	9.540253	29618686
B124009E	-0.021171	4.856504	2.069299	29579198
B124009F	-0.037900	10.376540	2.805881	29618686
B124009I	0.011343	4.282978	6.463912	29579198
B124009X	-0.008247	1.254825	0.090445	29579198
B124013D	0.065987	53.570658	50.466114	29618686
B124013M	-0.025535	7.168908	2.961196	29618686
B124013X	-0.001818	0.381906	0.026426	29579198
B124017F	-0.002969	0.561223	0.049205	29492223
B124018A	-0.003064	0.582841	0.058135	29492223
B124024D	-0.004082	2.241577	16.647364	29618686
B124027A	-0.022549	3.683964	0.311828	29618686
B124027D	-0.021139	12.751933	24.461375	29618686
B124027X	-0.001700	0.357224	0.022632	29579198
B124032D	-0.000237	0.202569	7.359885	29618686
B124034D	0.015256	7.719017	16.155913	29618686
B124034E	0.000828	-0.650135	44.263645	29618686
B124034X	0.008933	2.379016	2.720429	29579198
B124035D	-0.001811	0.374523	0.022681	29579198
B12403SC	-0.000063	0.118978	0.002948	29492223
B124045A	-0.006434	1.127010	0.130752	29579198
B124045D	0.006984	-1.847651	2.659174	29618686
B12404KC	-0.004917	0.806621	0.058570	29579198
B1240GN	-0.000575	0.237128	0.018457	29579198
B124400	-0.001994	0.372571	0.016919	29579198
B1245Z	-0.009003	1.396021	0.113175	29618686
B1247	-0.030033	24.798508	51.842178	29618686
B124G	-0.000677	0.242922	0.019677	29492223
B124G5	0.089463	-167.480085	313.104808	29618686
B124G7Z	-0.010242	4.648643	10.563846	29618686
B124GoodKIDSS45	-0.002184	0.445095	0.036046	29579198
B124GoodLightA103	0.007204	-1.877311	2.366230	29618686
B124GoodS450m4G	-0.004390	4.412598	75.648794	29618686
B124GoodS451m4G	0.002922	-0.772781	2.423356	29618686
B124GoodS502m4G	-0.012850	2.022967	0.181616	29618686
B124GoodS503m3G	-0.005302	0.503109	2.131066	29618686
B124GoodS550m4G	-0.003931	0.636553	0.035102	29618686
B124GoodS555m4G	-0.032880	5.564846	0.384698	29618686
B124GPower	0.018496	7.883657	7.190802	29579198
B125010D	-0.062815	44.380185	36.363999	29618686
B125010E	0.025360	-15.645831	26.552486	29618686
B125010G	-0.036052	17.089765	13.724658	29618686
B125010S	-0.008274	1.410509	0.170487	29492223
B125010X	-0.083248	24.714236	3.755583	29618686
B125012G	-0.029757	8.130264	2.753504	29618686
B125015A	0.076887	77.969874	83.290415	29618686
B125015D	-0.003891	3.139285	63.374628	29618686
B125015X	0.004742	2.057604	8.786887	29618686
B125016A	-0.010679	1.836104	0.233557	29618686
B125016J	0.008782	2.984070	6.382223	29618686
B125017A	-0.026456	4.399197	0.346420	29618686
B125017B	0.000241	-0.062144	2.685850	29579198
B125017D	-0.023048	7.264486	4.715942	29618686
B125017X	-0.061733	11.497871	0.683039	29618686
B125019D	-0.054225	31.638775	23.015487	29618686
B12501SO	0.000000	0.084042	0.001327	29492223
B125022D	-0.049880	33.869133	33.027426	29618686
B125022E	-0.007683	1.158379	0.085326	29579198
B125022X	0.010326	4.870098	13.566418	29618686
B125025D	-0.015604	6.843742	14.672070	29618686
B125025G	0.000461	-0.493887	24.044393	29618686
B125038D	0.035314	-17.339957	15.100080	29618686
B125038X	0.002614	-0.733337	2.711110	29618686
B12503KC	0.000000	0.105813	0.003747	29492223
B12503SH	-0.002769	0.499959	0.029258	29579198
B125042A	-0.015035	5.012922	4.953457	29618686
B125042D	-0.031963	27.192257	55.546885	29618686
B125042X	-0.008380	1.297410	0.120348	29579198
B125044Y	-0.002194	0.369640	0.012600	29618686
B125045A	0.007926	-1.997167	2.368023	29492223
B125045D	0.007911	6.233287	43.713996	29618686
B125045J	-0.024339	3.883654	0.264001	29618686
B125045T	-0.007017	1.030682	0.063064	29492223
B125045X	0.018486	7.730283	9.925689	29618686
B12504Q+	-0.006634	3.180914	11.866081	29618686
B125050A	0.005210	-1.581726	4.418114	29618686
B125050X	-0.033494	8.962879	2.613644	29618686
B125051A	0.008469	2.139855	2.385263	29579198
B125051D	0.021140	-12.483656	21.095447	29618686
B125051J	0.003906	-1.012344	2.148119	29579198
B125051X	-0.001035	0.471772	3.995423	29618686
B125054D	-0.007299	1.061752	0.064653	29618686
B125054N	-0.026057	14.820597	21.117237	29618686
B125054S	0.019106	20.735630	94.343019	29618686
B125056A	0.002149	-0.924163	10.647600	29579198
B125056D	-0.008571	2.656280	3.690070	29618686
B125056N	0.001298	-0.351593	2.357182	29579198
B125056U	0.007803	3.045353	4.512875	29579198
B125056X	-0.028453	4.830544	0.396721	29618686
B125065D	-0.038586	13.475700	5.915707	29618686
B125065N	-0.007116	3.023586	8.810923	29618686
B125070D	-0.058075	32.606991	20.983835	29618686
B12507SH	-0.002314	0.392555	0.019219	29492223
B125080A	-0.017160	3.029715	0.366694	29492223
B125080X	0.007012	3.748109	18.046856	29618686
B125095K	-0.001766	0.359939	0.020904	29618686
B12520SHD	0.014795	4.485175	3.959263	29618686
B126014X	0.014328	5.192436	4.553601	29579198
B126016A	0.052192	33.631684	27.713595	29618686
B126016D	-0.004363	0.718104	0.059248	29579198
B126016X	-0.032489	5.452688	0.376096	29579198
B12601HT	0.029535	-16.729750	21.449781	29579198
B12601SO	-0.000018	0.110917	0.002319	29492223
B126036A	0.022323	8.831902	6.304469	29492223
B126036Y	-0.002402	0.496390	0.046184	29579198
B126037B	-0.010228	5.709075	19.445502	29618686
B126037K	-0.019590	2.938342	0.171429	29618686
B126037Y	0.010248	6.065945	23.639183	29618686
B126039A	-0.031435	12.446403	8.664688	29618686
B126039J	-0.023620	10.307337	10.807376	29618686
B126039Y	0.000027	0.117970	21.157746	29618686
B126042D	0.023631	9.401323	8.620432	29618686
B126043A	-0.003553	0.647240	0.064810	29579198
B126043D	-0.020945	3.194527	0.195491	29618686
B126044D	-0.009464	4.740209	16.701740	29618686
B126045I	-0.002326	1.247603	13.353074	29618686
B126045K	-0.001830	0.345252	0.026858	29579198
B126045O	-0.006084	1.048749	0.114175	29579198
B126045Y	-0.014608	5.041322	5.410439	29618686
B126055K	0.000901	-0.884737	2.098507	29579198
B126055P	0.007641	4.098567	18.264181	29618686
B126070K	-0.010301	1.541371	0.127371	29579198
B126SPlus	-0.003944	0.702813	0.059005	29618686
B127040N	0.003828	-0.858683	1.974105	29618686
B127043K	0.051242	38.749881	42.797139	29618686
B127043Y	-0.004229	0.676216	0.043800	29579198
B127044X	0.031210	-18.063547	21.927258	29618686
B127045Y	-0.015902	5.292258	4.956593	29618686
B127048A	-0.015623	2.315628	0.144313	29618686
B127048X	-0.026793	16.347640	25.358396	29618686
B127053D	0.015378	4.178985	2.771052	29579198
B127055A	-0.000975	0.503766	4.870768	29618686
B1270697	-0.008284	1.177128	0.057069	29618686
B12785DC3G	0.009234	2.598574	2.563029	29579198
B127X3G	-0.002689	0.439671	0.026549	29579198
B128030B	-0.005377	1.658611	2.764464	29618686
B128050D	-0.119516	114.226074	72.856832	29618686
B128050E	-0.086552	59.352098	34.002902	29618686
B128050G	-0.084049	49.227585	23.404824	29618686
B128056	-0.012609	1.952664	0.154575	29492223
B12826	0.025048	-11.432728	12.333404	29618686
B12831C	-0.048887	19.039720	8.122884	29618686
B128692I02	-0.006824	1.120328	0.130765	29579198
B1288Tauri	-0.007169	1.076101	0.061254	29579198
B128x-1000	-0.006963	1.213893	0.149950	29492223
B128X-1020	-0.028963	5.057335	0.445178	29618686
B129001D	0.011588	3.184372	2.736528	29492223
B129001X	-0.000518	0.301129	2.942644	29618686
B129002A	0.001719	-1.516316	4.495825	29618686
B129002X	-0.014091	2.149012	0.169360	29579198
B129003A	0.011682	3.859267	3.862391	29492223
B129003X	0.002650	-0.809097	4.061380	29579198
B129005X	0.013360	5.668108	8.730282	29618686
B129006W	0.003046	2.195821	2.452455	29579198
B129008D	0.071915	30.627595	10.238588	29579198
B129010X	-0.015852	2.440539	0.174818	29618686
B12A0001	-0.016707	17.223879	84.222820	29618686
B12A068	-0.015272	2.375459	0.180752	29618686
B12A1000s	-0.002976	0.513680	0.031575	29579198
B12A1	0.065428	64.077878	77.251811	29618686
B12A1010	0.002871	-1.345422	2.020509	29492223
B12A101	-0.002742	0.507016	0.041130	29579198
B12A108	-0.028599	6.814794	1.661388	29579198
B12A109	0.003188	-0.781349	2.220140	29579198
B12A110	-0.014001	3.614334	2.100870	29618686
B12A111	-0.021168	5.800550	2.716266	29618686
B12A114	-0.045644	25.082756	20.354009	29618686
B12A11w	-0.012058	5.910065	15.247052	29618686
B12A120	0.005785	2.577195	10.980269	29618686
B12A16	-0.008900	1.391902	0.121232	29618686
B12A1601	-0.052351	80.957998	208.168925	29618686
B12A1603	0.029703	21.364669	36.690881	29618686
B12A1713	-0.013336	2.054929	0.160929	29618686
B12A1713HD	-0.053303	10.129278	0.734310	29618686
B12A1734	-0.009990	1.624477	0.154892	29579198
